roadid	type	label    	city    	oneway	speed	roadclass	notforcar	notforpede	notforbicy
20850	6	royal tce	sandringham	0	2	0	0	0	0
20863	6	kingsland ave	kingsland	0	3	0	0	0	0
20864	6	dickens st	grey lynn	0	2	0	0	0	0
20865	6	kent st	ponsonby	0	2	0	0	0	0
20866	6	kingsland ave	kingsland	0	2	0	0	0	0
20867	6	first ave	kingsland	0	2	0	0	0	0
20906	6	ngapawa st	sandringham	0	2	0	0	0	0
20907	6	reimers ave	mt eden	0	2	0	0	0	0
20923	6	julian st	grey lynn	0	2	0	0	0	0
20960	6	grosvenor st	grey lynn	0	2	0	0	0	0
20964	6	truro rd	sandringham	0	2	0	0	0	0
20966	6	arabi st	sandringham	0	2	0	0	0	0
21032	6	millais st	grey lynn	0	2	0	0	0	0
21072	6	king edward st	mt eden	0	2	0	0	0	0
21129	6	beaconsfield st	grey lynn	0	2	0	0	0	0
21130	6	walters rd	mt eden	0	2	0	0	0	0
21140	6	commercial rd	grey lynn	0	2	0	0	0	0
21180	6	goring rd	sandringham	0	2	0	0	0	0
21203	6	fitzroy st	ponsonby	0	2	0	0	0	0
21248	6	king edward st	mt eden	0	2	0	0	0	0
21250	6	dunbar rd	mt eden	0	2	0	0	0	0
21260	6	ariki st	grey lynn	0	2	0	0	0	0
21261	6	leighton st	grey lynn	0	2	0	0	0	0
21262	6	mira st	ponsonby	0	2	0	0	0	0
21263	6	cooper st	grey lynn	0	2	0	0	0	0
21305	6	commercial rd	grey lynn	0	2	0	0	0	0
21307	6	wellgarth st	sandringham	0	2	0	0	0	0
21309	6	brixton rd	mt eden	0	2	0	0	0	0
21320	6	seddon st	grey lynn	0	2	0	0	0	0
21421	6	sandringham rd	kingsland	0	3	1	0	0	0
21423	6	eldon rd	mt eden	0	2	0	0	0	0
21424	6	elizabeth st	mt eden	0	2	0	0	0	0
21434	6	turakina st	grey lynn	0	2	0	0	0	0
21435	6	sussex st	grey lynn	0	2	0	0	0	0
21436	6	central rd	kingsland	0	2	0	0	0	0
21452	6	st albans ave	mt eden	0	2	0	0	0	0
21481	6	edendale rd	kingsland	0	3	0	0	0	0
21482	6	kingsland tce	kingsland	0	2	0	0	0	0
21531	5	franklin rd	freemans bay	0	2	1	0	0	0
21590	6	tongariro st	mt eden	0	2	0	0	0	0
21617	6	sussex st	grey lynn	0	2	0	0	0	0
21618	6	scanlan st	grey lynn	0	2	0	0	0	0
21619	6	collingwood st	freemans bay	0	2	0	0	0	0
21681	6	bellwood ave	mt eden	0	2	0	0	0	0
21692	6	anglesea st	freemans bay	0	2	0	0	0	0
21719	6	tanekaha st	mt eden	0	2	0	0	0	0
21723	6	cricket ave	mt eden	0	2	0	0	0	0
21734	6	scanlan st	grey lynn	0	2	0	0	0	0
21790	6	mackelvie st	grey lynn	0	2	0	0	0	0
21791	6	dean st	grey lynn	0	2	0	0	0	0
21795	6	new bond st	kingsland	0	2	0	0	0	0
21796	6	new bond st	kingsland	0	2	0	0	0	0
21797	6	king st	newton	0	2	0	0	0	0
21811	6	picton st	freemans bay	0	2	0	0	0	0
21839	6	home st	grey lynn	0	2	0	0	0	0
21843	5	bond st	grey lynn	0	2	1	0	0	0
21844	6	onslow rd	mt eden	0	2	0	0	0	0
21860	6	paget st	freemans bay	0	2	0	0	0	0
21861	6	heke st	freemans bay	0	2	0	0	0	0
21891	6	picton st	freemans bay	0	2	0	0	0	0
21894	6	niger st	grey lynn	0	2	0	0	0	0
21896	6	keppell st	grey lynn	0	2	0	0	0	0
21897	6	kowhai st	mt eden	0	2	0	0	0	0
21898	6	raleigh st	mt eden	0	2	0	0	0	0
21912	6	colin shaw lane	freemans bay	0	2	0	0	0	0
21913	6	potatau st	grey lynn	0	2	0	0	0	0
21952	6	picton st	freemans bay	0	2	0	0	0	0
21956	6	kowhai st	mt eden	0	2	0	0	0	0
21957	6	kowhai st	mt eden	0	2	0	0	0	0
21959	6	taupata st	mt eden	0	2	0	0	0	0
21968	6	stormont pl	kingsland	0	3	0	0	0	0
22008	6	williamson ave	grey lynn	0	2	0	0	0	0
22009	6	pollen st	grey lynn	0	2	0	0	0	0
22022	6	brisbane st	grey lynn	0	2	0	0	0	0
22063	6	picton st	freemans bay	0	2	0	0	0	0
22064	6	barrie st	freemans bay	0	2	0	0	0	0
22086	6	mt pleasant rd	mt eden	0	2	0	0	0	0
22130	6	williamson ave	grey lynn	0	3	0	0	0	0
22131	6	king st	newton	0	2	0	0	0	0
22132	6	aitken tce	kingsland	0	2	0	0	0	0
22133	6	king st	newton	0	2	0	0	0	0
22134	6	marlborough st	mt eden	0	2	0	0	0	0
22154	6	kirk st	grey lynn	1	2	0	0	0	0
22155	6	mont le grand rd	mt eden	0	2	0	0	0	0
22156	6	herbert rd	mt eden	0	2	0	0	0	0
22198	6	hepburn st	freemans bay	1	3	0	0	0	0
22200	6	george st	kingsland	0	2	0	0	0	0
22211	6	waima st	grey lynn	1	2	0	0	0	0
22261	6	hesketh st	kingsland	0	2	0	0	0	0
22264	6	cromwell st	mt eden	0	2	0	0	0	0
22276	6	milton rd	mt eden	0	2	0	0	0	0
22278	6	hepburn st	freemans bay	0	2	0	0	0	0
22311	6	putiki st	grey lynn	1	2	0	0	0	0
22313	6	waima st	grey lynn	0	2	0	0	0	0
22314	6	monmouth st	grey lynn	1	2	0	0	0	0
22328	9	state highway 16	auckland	1	4	4	0	1	1
22330	6	prospect tce	mt eden	0	2	0	0	0	0
22368	6	partridge st	grey lynn	0	2	0	0	0	0
22371	6	richbourne st	kingsland	0	2	0	0	0	0
22372	6	george st	kingsland	0	2	0	0	0	0
22375	6	cromwell st	mt eden	0	2	0	0	0	0
22391	6	maidstone st	grey lynn	0	2	0	0	0	0
22417	6	smith st	freemans bay	0	2	0	0	0	0
22419	6	burns st	grey lynn	0	2	0	0	0	0
22421	6	tawari st	mt eden	0	2	0	0	0	0
22423	6	george st	kingsland	0	2	0	0	0	0
22435	6	ewington ave	mt eden	0	2	0	0	0	0
22436	6	george st	kingsland	0	2	0	0	0	0
22466	6	kirk st	grey lynn	0	2	0	0	0	0
22469	6	mostyn st	kingsland	0	2	0	0	0	0
22471	6	charles st	mt eden	0	2	0	0	0	0
22472	6	mostyn st	kingsland	0	3	0	0	0	0
22507	6	valley rd	mt eden	0	2	0	0	0	0
22509	6	manatu st	mt eden	0	2	0	0	0	0
22568	6	monmouth st	grey lynn	0	2	0	0	0	0
22588	6	nixon st	grey lynn	0	2	0	0	0	0
22621	6	chapman st	grey lynn	0	2	0	0	0	0
22622	6	haslett st	eden terrace	0	2	0	0	0	0
22623	6	takau st	eden terrace	0	3	0	0	0	0
22625	6	buchanan st	kingsland	0	2	0	0	0	0
22626	6	akepiro st	mt eden	0	2	0	0	0	0
22642	6	lisnoe ave	mt eden	0	3	0	0	0	0
22655	6	ace pl	kingsland	0	2	0	0	0	0
22656	6	rarawa st	mt eden	0	2	0	0	0	0
22672	6	view rd	mt eden	0	2	0	0	0	0
22693	6	chapman st	grey lynn	0	2	0	0	0	0
22694	6	burgoyne st	grey lynn	0	2	0	0	0	0
22695	6	carrick pl	mt eden	0	2	0	0	0	0
22696	6	carrick pl	mt eden	0	2	0	0	0	0
22699	6	bright st	eden terrace	0	2	0	0	0	0
22700	6	vailima way	eden terrace	0	2	0	0	0	0
22701	6	copeland st	eden terrace	0	2	0	0	0	0
22702	6	rarawa st	mt eden	0	2	0	0	0	0
22703	6	croydon rd	mt eden	0	2	0	0	0	0
22704	6	rarawa st	mt eden	0	2	0	0	0	0
22715	9	-	auckland	1	4	4	0	1	1
22749	6	burgoyne st	grey lynn	0	2	0	0	0	0
22752	5	karangahape rd	newton	0	2	1	0	0	0
22753	6	bellevue rd	mt eden	0	2	0	0	0	0
22756	6	kenyon ave	mt eden	0	2	0	0	0	0
22768	1	nelson street exit	auckland	1	4	4	0	1	1
22770	6	horopito st	mt eden	0	3	0	0	0	0
22773	6	abbey st	newton	0	2	0	0	0	0
22774	6	alexander st	kingsland	0	2	0	0	0	0
22775	6	hereford st	freemans bay	0	2	0	0	0	0
22796	6	virginia ave w	eden terrace	0	2	0	0	0	0
22798	6	alderley rd	mt eden	0	3	0	0	0	0
22820	6	brentwood ave	mt eden	0	2	0	0	0	0
22821	6	mewburn ave	mt eden	0	2	0	0	0	0
22852	22	mahon way	auckland central	0	0	0	1	0	0
22853	6	hereford st	freemans bay	0	3	0	0	0	0
22855	6	suffolk st	eden terrace	0	2	0	0	0	0
22857	6	alderley rd	mt eden	0	3	0	0	0	0
22858	6	alderley rd	mt eden	0	3	0	0	0	0
22860	6	leamington rd	mt eden	1	2	0	0	0	0
22861	6	kamahi st	mt eden	0	2	0	0	0	0
22880	5	karangahape rd	newton	0	2	1	0	0	0
22881	6	ophir st	newton	0	2	0	0	0	0
22911	6	winchester st	grey lynn	0	3	0	0	0	0
22913	6	kawaka st	mt eden	0	3	0	0	0	0
22930	6	gundry st	auckland central	0	2	0	0	0	0
22934	1	newton rd exit 5	auckland	1	4	4	0	1	1
22958	6	devon st	eden terrace	0	2	0	0	0	0
22961	6	evelyn st	eden terrace	0	2	0	0	0	0
22963	6	avenham wlk	mt eden	0	2	0	0	0	0
22967	6	woodside rd	mt eden	0	2	0	0	0	0
22983	4	ian mckinnon dr	eden terrace	0	2	2	0	0	0
23010	6	howe st	newton	0	2	0	0	0	0
23011	6	whitson tce	freemans bay	0	2	0	0	0	0
23012	6	howe st	newton	0	2	0	0	0	0
23013	6	brentwood ave	mt eden	0	2	0	0	0	0
23014	6	minnie st	eden terrace	0	3	0	0	0	0
23015	6	minnie st	eden terrace	0	2	0	0	0	0
23016	6	woodford rd	mt eden	0	2	0	0	0	0
23017	6	woodford rd	mt eden	0	2	0	0	0	0
23018	6	conway rd	mt eden	0	2	0	0	0	0
23019	6	woodford rd	mt eden	0	2	0	0	0	0
23022	6	kingsview rd	mt eden	0	2	0	0	0	0
23052	6	brentwood ave	mt eden	0	2	0	0	0	0
23054	6	virginia ave e	eden terrace	1	2	0	0	0	0
23061	6	croydon rd	mt eden	0	2	0	0	0	0
23063	6	edinburgh st	auckland central	0	2	0	0	0	0
23080	6	charlotte st	eden terrace	0	2	0	0	0	0
23081	6	fleet st	eden terrace	0	2	0	0	0	0
23084	6	wynyard rd	mt eden	0	2	0	0	0	0
23123	6	brentwood ave	mt eden	0	2	0	0	0	0
23124	6	horoeka ave	mt eden	0	2	0	0	0	0
23126	6	charlotte st	eden terrace	1	2	0	0	0	0
23127	6	wrights spur	mt eden	0	2	0	0	0	0
23143	6	porters ave	eden terrace	0	2	0	0	0	0
23144	6	cobden st	auckland central	0	2	0	0	0	0
23165	6	porters ave	eden terrace	0	2	0	0	0	0
23166	6	punga st	mt eden	0	2	0	0	0	0
23168	6	pentland ave	mt eden	0	2	0	0	0	0
23169	6	pentland ave	mt eden	0	2	0	0	0	0
23170	6	pentland ave	mt eden	0	2	0	0	0	0
23184	6	piwakawaka st	eden terrace	0	2	0	0	0	0
23208	6	macaulay st	eden terrace	0	2	0	0	0	0
23211	6	edenvale cres	mt eden	1	2	0	0	0	0
23212	6	fenton st	mt eden	0	2	0	0	0	0
23213	6	haultain st	mt eden	0	2	0	0	0	0
23215	6	edenvale park rd	mt eden	0	2	0	0	0	0
23216	6	porters ave	eden terrace	0	2	0	0	0	0
23222	6	henley rd	mt eden	0	2	0	0	0	0
23223	6	fairview rd	mt eden	0	2	0	0	0	0
23229	6	west tce	auckland central	0	2	0	0	0	0
23246	6	galatos st	auckland central	0	2	0	0	0	0
23260	9	-	freemans bay	1	4	4	0	1	1
23263	6	cargill st	eden terrace	0	2	0	0	0	0
23274	6	sylvan ave w	mt eden	0	2	0	0	0	0
23278	6	valley rd	mt eden	0	2	0	0	0	0
23302	6	france st s	eden terrace	0	2	0	0	0	0
23303	6	beresford sq	auckland central	0	2	0	0	0	0
23304	6	hopetoun st	auckland	0	2	1	0	0	0
23306	6	south st	auckland central	0	2	0	0	0	0
23307	6	couldry st	eden terrace	0	2	0	0	0	0
23308	6	rendall pl	eden terrace	0	2	0	0	0	0
23310	6	edenvale cres	mt eden	1	2	0	0	0	0
23311	6	rendall pl	eden terrace	0	2	0	0	0	0
23314	6	charlton ave	mt eden	0	2	0	0	0	0
23322	5	nelson st	auckland central	1	2	2	0	0	0
23324	6	boardman lane	auckland central	0	2	0	0	0	0
23347	6	st james st	auckland central	0	2	0	0	0	0
23348	6	diamond st	eden terrace	0	2	0	0	0	0
23349	6	norwich st	eden terrace	0	2	0	0	0	0
